subset_id,split,selection_seed,date_bucket,image_relpath,annotation_relpath,weather,acquisition_date,capture_time,width,height,parking_space_count,labeled_space_count,unlabeled_space_count,occupied_count,vacant_count,occupancy_ratio,image_sha256,annotation_sha256,validation_status
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_07_55_03.jpg,Sunny/2013-01-18/2013-01-18_07_55_03.xml,Sunny,2013-01-18,07:55:03,1280,720,28,28,0,1,27,0.035714,28daa462e95d34f5ec4e76081ab67063bbdd67c6bd534f7707af5d1979e7fbab,25678cd7266b494a03fdac1de56cd6c3a383091fbcc020e4c15f6c635e8d0693,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_08_25_03.jpg,Sunny/2013-01-18/2013-01-18_08_25_03.xml,Sunny,2013-01-18,08:25:03,1280,720,28,28,0,0,28,0.000000,223447c2532c30c86ebfffc6960fcdb5d3e7d5e882516de77b50b743d8eaa12b,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_09_40_05.jpg,Sunny/2013-01-18/2013-01-18_09_40_05.xml,Sunny,2013-01-18,09:40:05,1280,720,28,28,0,5,23,0.178571,9406b15f6846aee790c25333337e12249aa889bdb2ca07e48ed29815d66ce48f,1a219cf9fdf233276ea9454d86a26fe749e87f50d3afad29f2df0477e7628e61,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_10_25_06.jpg,Sunny/2013-01-18/2013-01-18_10_25_06.xml,Sunny,2013-01-18,10:25:06,1280,720,28,28,0,6,22,0.214286,a439b28cb28b27acfc61e9a7c3040bd178f96419816896b2e43fce367da2eb6e,6d4d89fc9984714ecf1b0d5d35d0be918fdc7e8a425df10a2ebe1afd423c44e1,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_11_40_07.jpg,Sunny/2013-01-18/2013-01-18_11_40_07.xml,Sunny,2013-01-18,11:40:07,1280,720,28,28,0,6,22,0.214286,3b750de0f496afdcafda2aac12d79b93def3905c958fd54fc60c3519702a53f4,9f99357ede45c969fb15754b33d90eedad894bfe657c28178544225fe24cad35,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_12_25_08.jpg,Sunny/2013-01-18/2013-01-18_12_25_08.xml,Sunny,2013-01-18,12:25:08,1280,720,28,28,0,4,24,0.142857,9060e9559c7c2ef24ec24ae524ca89230d9c0c480b42230d761a42c70ed36532,fea25c947bbeb643e54b4bf458312bf952b4d0b24b53a6086ab6fa9f09b63186,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_13_10_09.jpg,Sunny/2013-01-18/2013-01-18_13_10_09.xml,Sunny,2013-01-18,13:10:09,1280,720,28,28,0,5,23,0.178571,ec66405101ad1b5c3d34805471dba8f1eec9878fc939956bc9bad141235c9226,34cc1acf5acaeacff047557455321d4f0b1f96ec06cbb96bdf6de1372637b42c,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_14_10_10.jpg,Sunny/2013-01-18/2013-01-18_14_10_10.xml,Sunny,2013-01-18,14:10:10,1280,720,28,28,0,5,23,0.178571,0026ff854b8082343081525dd37da4ad7667bddd4df160a0ae33ad4f341812bb,1a3a091e3ba73625e147590f875521333c4b9dbfe3a5788b6a3aaab328f53403,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_14_40_10.jpg,Sunny/2013-01-18/2013-01-18_14_40_10.xml,Sunny,2013-01-18,14:40:10,1280,720,28,28,0,5,23,0.178571,9ce0d6013ffd26f71e56778cf3bc9e3720afd09be26eb73d28397086a46183f3,40e164f1f4e63d3e0e56a7830413a4cd4f7c19ba2946a46e31a9b0d0924003f3,valid
ufpr04_balanced_v1,smoke,20260902,3,Sunny/2013-01-18/2013-01-18_16_25_12.jpg,Sunny/2013-01-18/2013-01-18_16_25_12.xml,Sunny,2013-01-18,16:25:12,1280,720,28,28,0,5,23,0.178571,d2455cd5e79bd0d985c8d2c6c7a23a5add233a0df25b09f4ff83950ee6965fa0,c3cc3226bfffae1073cdada3f8fa810062f2995322ff800fddb29b0666b85f87,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_12_45_08.jpg,Cloudy/2013-01-22/2013-01-22_12_45_08.xml,Cloudy,2013-01-22,12:45:08,1280,720,28,28,0,22,6,0.785714,18c104ea258c19ac516cbc604e218649febfa07791b623038c18ddc47e50cf66,d4e73efc24997737a8256e48b86914e2338be3392c49ff10d067379804f0dda1,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_13_15_08.jpg,Cloudy/2013-01-22/2013-01-22_13_15_08.xml,Cloudy,2013-01-22,13:15:08,1280,720,28,28,0,23,5,0.821429,e3c75a02cf424ced12887d93e798ab22ebd45a302717b4cdff452ff9f46b0193,6da58183796852bc999eb0124faecc38ab68da878cd13e87e495338aada088c6,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_14_15_09.jpg,Cloudy/2013-01-22/2013-01-22_14_15_09.xml,Cloudy,2013-01-22,14:15:09,1280,720,28,28,0,28,0,1.000000,6b2c4cf7eefea7c6a1ab979d8d1bfc6213c4539cac7b4e009a79727ae7c37d4e,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_15_00_10.jpg,Cloudy/2013-01-22/2013-01-22_15_00_10.xml,Cloudy,2013-01-22,15:00:10,1280,720,28,28,0,28,0,1.000000,e321fe8c50c65b5291ba901e527ae3e290c1f3a5f0fb699160ceff75ffeedd0f,0b039dc1755d39cd9d29a8f5c220aeff2d7f322a7d78ba287c466568e0561175,valid
ufpr04_balanced_v1,smoke,20260902,3,Cloudy/2013-01-22/2013-01-22_16_30_11.jpg,Cloudy/2013-01-22/2013-01-22_16_30_11.xml,Cloudy,2013-01-22,16:30:11,1280,720,28,28,0,26,2,0.928571,6f53ca5b4e1aef9f40ff38dc96dc1325585b4c8c9c6e2a34053e2a588dd86a6c,1f4f87ec96e2f7ce6b531d8e4875c9323508d31a4a81adb9d462538ff824891a,valid
