subset_id,split,selection_seed,date_bucket,image_relpath,annotation_relpath,weather,acquisition_date,capture_time,width,height,parking_space_count,labeled_space_count,unlabeled_space_count,occupied_count,vacant_count,occupancy_ratio,image_sha256,annotation_sha256,validation_status
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_09_45_05.jpg,Sunny/2012-12-21/2012-12-21_09_45_05.xml,Sunny,2012-12-21,09:45:05,1280,720,28,28,0,28,0,1.000000,2f6cc1f67511bd9c3a896ab905efbc72492a1790ee73360450b903ab9f98011e,ec615dcd291789ccf1bce97711cbf95f9355bbbcfa724c1b52daa48694415167,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_10_45_06.jpg,Sunny/2012-12-21/2012-12-21_10_45_06.xml,Sunny,2012-12-21,10:45:06,1280,720,28,28,0,24,4,0.857143,2291bb9f1114f83e9c49e23cee0d24e94c283008de73cb2df1c4e847f8d0290c,9ae307c65f1e9bb65e12c539e126490a4c78d0957a418572ddafed4d677d2742,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_11_00_06.jpg,Sunny/2012-12-21/2012-12-21_11_00_06.xml,Sunny,2012-12-21,11:00:06,1280,720,28,28,0,25,3,0.892857,de39cdb995c134d1a41fee8418703f7f289e4e89cf79b567cc8e0086a2edbc62,d907af0dcb6ddda0cd5b7be776a289ac71a51da015a219868b96359f483dcced,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_12_00_07.jpg,Sunny/2012-12-21/2012-12-21_12_00_07.xml,Sunny,2012-12-21,12:00:07,1280,720,28,28,0,25,3,0.892857,01e3f92afcb063070049055cbee8b6ce5e549d289f4afb2c7d2096dce29624b9,0253faba7248989daab2c598476588769e6efeac58ff50dcd7be109b5a58890c,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_13_00_08.jpg,Sunny/2012-12-21/2012-12-21_13_00_08.xml,Sunny,2012-12-21,13:00:08,1280,720,28,28,0,18,10,0.642857,73c40b66761a4ab1e90014528c910f44a6dccf2803714b8b2de5208dc910c799,73d810033bf923176182d688bd830d8995de5c6b55b4fd908ffa8251fb9ac6b4,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_14_30_10.jpg,Sunny/2012-12-21/2012-12-21_14_30_10.xml,Sunny,2012-12-21,14:30:10,1280,720,28,28,0,19,9,0.678571,09acf46b703a63dc9b52888349607faa7660b299f19fe1e5b5f88cebc781f2e9,3286138acc584ed4e04542721dc0a146a0da60086f6aa197ad731cf074916d52,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_14_45_10.jpg,Sunny/2012-12-21/2012-12-21_14_45_10.xml,Sunny,2012-12-21,14:45:10,1280,720,28,28,0,20,8,0.714286,e48b716ad89c8312cf236bcad3cfa587139485957198f96ef17d73c90a95843e,24ddab5e7cff5dfa25d355e2e9913504b73d2295fc3f56d00df61c88fae934a4,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_15_45_11.jpg,Sunny/2012-12-21/2012-12-21_15_45_11.xml,Sunny,2012-12-21,15:45:11,1280,720,28,28,0,18,10,0.642857,4d61517a8a800b885c0a1980b3a462d5130a30614260ab53899d0902369851c4,b7ad1ddbee77d5aabac07380cd03420f63c2cf2d68614347ff1077c2f658d93c,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_16_30_12.jpg,Sunny/2012-12-21/2012-12-21_16_30_12.xml,Sunny,2012-12-21,16:30:12,1280,720,28,28,0,16,12,0.571429,eacc5a75ec681af1ebb48cffe79386a0485749c0f96236b7e5bd2907498f43fd,9dfce89682f1b8349ecdcbe526474b37ff209fdd3e734ecd89a0ead27a20ac35,valid
ufpr04_balanced_v1,calibration,20260902,2,Sunny/2012-12-21/2012-12-21_18_00_14.jpg,Sunny/2012-12-21/2012-12-21_18_00_14.xml,Sunny,2012-12-21,18:00:14,1280,720,28,28,0,15,13,0.535714,1ba4e5d3338182ec55c558bf77b7e6afd0576a3023b802fb04e76de600025a5f,335e505acd17217bebdffbfc5da21da86957c71480b0c2fda83c13aaecb7110d,valid
