subset_id,split,selection_seed,date_bucket,image_relpath,annotation_relpath,weather,acquisition_date,capture_time,width,height,parking_space_count,labeled_space_count,unlabeled_space_count,occupied_count,vacant_count,occupancy_ratio,image_sha256,annotation_sha256,validation_status
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_17_12_25.jpg,Sunny/2012-12-07/2012-12-07_17_12_25.xml,Sunny,2012-12-07,17:12:25,1280,720,28,28,0,27,1,0.964286,5710cffe1b1b6d40897eee13467226d7a45dd8574417813a2a93adfff54eb1fb,306f56db55f97599e331c60e10a51883c3a25921cba12a94d5674d3283dbb4d8,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_17_27_25.jpg,Sunny/2012-12-07/2012-12-07_17_27_25.xml,Sunny,2012-12-07,17:27:25,1280,720,28,28,0,26,2,0.928571,8ec36ad93bbac63148dd0f9597b000023e9f814571213ac1594573c0a4bac412,67b769467fd988baff24d96c8dedacf9a206867b6b6cb99dbc81d678bd4da22e,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_17_57_26.jpg,Sunny/2012-12-07/2012-12-07_17_57_26.xml,Sunny,2012-12-07,17:57:26,1280,720,28,27,1,22,5,0.814815,f3b36096abf4fd42b54666f64cdfb04dcf99ddb42cedfdd79910170a27911f8d,bc429045c9e977763c226bb66fe22bb415ce9f148171740c3dc3bc40a682b944,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_18_27_26.jpg,Sunny/2012-12-07/2012-12-07_18_27_26.xml,Sunny,2012-12-07,18:27:26,1280,720,28,28,0,26,2,0.928571,b80d9ba5b5ead5ad232dfdf1fd208706d1f0481d60996353407341c75febf517,069bd2439114481fabf45791cb172860baf7dd1e281f073da3de132d59d00956,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_18_42_26.jpg,Sunny/2012-12-07/2012-12-07_18_42_26.xml,Sunny,2012-12-07,18:42:26,1280,720,28,27,1,22,5,0.814815,a8daf0a6bfdfef1e7de9f0921858958a9dcaf5c931a5dd9ca0d1151a844d8955,737341878ae109eb6ca15ff0dd6ec1c98d2573a0f46e145c1fd06f84f6858c5a,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_18_57_27.jpg,Sunny/2012-12-07/2012-12-07_18_57_27.xml,Sunny,2012-12-07,18:57:27,1280,720,28,28,0,18,10,0.642857,c7d21602135b0e7fe14a819e0b282a5adbf5fe15e04c6fcf51eb82bae14ab9f3,89177ca320d920d230e5d8c414c315e2b01e01e2c6f9949af2f5d964da36126c,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_19_27_27.jpg,Sunny/2012-12-07/2012-12-07_19_27_27.xml,Sunny,2012-12-07,19:27:27,1280,720,28,27,1,17,10,0.629630,89d0ad632fc9e0191ce688867672db72d28801fde0d91298c88581e8dfe2e966,ee45b62e5f2da8dc38a2b8580ed0052bb00ab7cada1141bc5d5c273d477e4178,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_19_42_28.jpg,Sunny/2012-12-07/2012-12-07_19_42_28.xml,Sunny,2012-12-07,19:42:28,1280,720,28,28,0,17,11,0.607143,3add0994e886cbeff2600a1f71f3eb96d701631ca4ffcb7dd60e10d6afbb4657,02681cb83fd532ff0889f8edc5c48a9462810f8f40c07d1511a88c945dd114fd,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_20_12_28.jpg,Sunny/2012-12-07/2012-12-07_20_12_28.xml,Sunny,2012-12-07,20:12:28,1280,720,28,28,0,18,10,0.642857,1bcade94ac07c385682c1456138a02edfcffaef98a41b0e21992e9599833f208,ad6070024ee0609f9c862840ab40bfec73a5c80264f197bb5193bff7b7030969,valid
ufpr04_balanced_v1,evaluation,20260902,1,Sunny/2012-12-07/2012-12-07_20_42_29.jpg,Sunny/2012-12-07/2012-12-07_20_42_29.xml,Sunny,2012-12-07,20:42:29,1280,720,28,28,0,17,11,0.607143,d06d8b905ada875f47673c5fb214c93f21ed3e0077455c7cecd2be855d678978,471da1c55ff04cd9149163058588ee8176da6a5b590925b0812ec28d84f81128,valid
ufpr04_balanced_v1,evaluation,20260902,1,Cloudy/2012-12-22/2012-12-22_09_55_05.jpg,Cloudy/2012-12-22/2012-12-22_09_55_05.xml,Cloudy,2012-12-22,09:55:05,1280,720,28,28,0,0,28,0.000000,4f3b048858d05d27dd47fb0b3fa517f30e4f05fd8db7862603f81a2fa67aad32,5b32d20b8db9d150ad316af2d8aa489f031ccfb2613a7c540b431f6562218612,valid
